VM ID,Actual CPU,Length,Input Size,Output Size,End Time
1,0.77,709,354,438,19.14
2,0.66,660,1,299,19.14
6,0.77,696,89,124,19.14
9,0.77,718,29,575,19.14
14,0.88,833,546,541,19.14
17,0.99,893,66,140,19.14
18,0.22,158,624,130,19.14
21,0.77,719,263,62,19.14
0,0.22,210,525,63,19.25
4,0.22,147,279,500,19.25
7,0.22,171,625,348,19.25
8,0.88,805,551,359,19.36
15,0.88,842,348,705,19.36
19,0.77,690,212,89,19.36
23,0.88,866,522,573,19.36
10,0.99,910,562,425,19.47
17,0.33,283,273,143,19.47
20,0.77,726,503,159,19.47
3,0.55,492,85,657,19.58
4,0.33,288,436,595,19.58
5,0.66,615,446,599,19.58
9,0.44,417,467,185,19.58
10,0.11,30,183,659,19.58
13,0.99,912,244,48,19.58
16,0.55,482,290,51,19.58
23,0.22,199,45,684,19.58
24,0.88,821,159,120,19.58
12,0.77,678,169,642,19.69
16,0.11,80,26,637,19.69
17,0.22,179,612,73,19.69
22,0.66,561,407,523,19.69
1,0.66,625,447,231,19.8
21,0.66,598,611,51,19.8
23,0.22,218,330,6,19.8
24,0.22,168,728,192,19.8
0,0.66,593,125,465,19.91
2,0.77,705,272,714,19.91
10,0.33,317,605,615,19.91
22,0.22,152,506,273,19.91
7,0.77,742,15,42,20.02
11,0.99,981,194,632,20.02
2,0.22,170,608,174,20.13
6,0.99,881,281,615,20.13
14,0.99,891,151,258,20.13
16,0.44,427,60,167,20.13
18,0.99,959,202,681,20.13
21,0.33,302,283,686,20.13
24,0.33,278,406,427,20.13
1,0.44,396,93,726,20.24
4,0.66,626,281,47,20.24
10,0.33,282,631,721,20.24
14,0.11,27,45,577,20.24
15,0.88,771,223,232,20.24
17,0.55,496,485,48,20.24
19,0.88,801,155,664,20.24
20,0.77,762,78,215,20.24
8,0.99,959,508,665,20.35
12,0.66,558,431,601,20.35
18,0.22,115,527,377,20.35
23,0.55,472,35,601,20.35
5,0.88,773,541,547,20.46
12,0.11,95,253,544,20.46
18,0.11,82,346,68,20.46
20,0.22,129,665,149,20.46
3,0.99,885,103,627,20.57
6,0.44,436,137,564,20.57
10,0.33,318,177,141,20.57
12,0.11,61,556,341,20.57
13,0.99,916,62,422,20.57
17,0.33,316,192,557,20.57
22,0.66,588,240,456,20.57
0,0.77,663,706,395,20.68
5,0.22,142,265,468,20.68
9,1.1,997,382,477,20.68
11,0.66,639,19,510,20.68
16,0.55,531,700,34,20.68
8,0.44,422,436,294,20.79
11,0.11,10,395,129,20.79
21,0.66,556,210,327,20.79
0,0.22,165,232,403,20.9
7,0.88,779,497,644,20.9
11,0.11,59,564,139,20.9
15,0.66,563,563,13,20.9
19,0.66,618,196,207,20.9
20,0.44,430,404,468,20.9
22,0.33,234,537,278,20.9
23,0.55,444,298,550,20.9
24,0.77,701,743,168,20.9
1,0.77,679,690,357,21.01
4,0.77,707,514,336,21.01
13,0.44,425,653,287,21.01
0,0.22,151,292,643,21.12
1,0.11,105,530,486,21.12
2,0.99,935,118,288,21.12
12,0.55,466,65,440,21.12
14,0.88,784,206,267,21.12
24,0.22,186,247,32,21.12
4,0.22,216,200,201,21.23
18,0.77,712,485,42,21.23
13,0.33,257,267,525,21.34
16,0.66,614,603,683,21.34
5,0.77,740,143,654,21.45
10,0.88,868,1,57,21.45
17,0.88,783,508,684,21.45
21,0.66,606,476,155,21.45
22,0.55,546,523,127,21.45
23,0.55,458,237,556,21.45
24,0.33,312,147,20,21.45
3,0.99,968,535,566,21.56
9,0.88,771,596,156,21.56
11,0.66,638,304,298,21.56
13,0.22,157,655,574,21.56
14,0.44,421,661,456,21.56
5,0.22,195,91,670,21.67
6,1.1,993,469,162,21.67
8,0.88,849,169,460,21.67
13,0.11,37,348,704,21.67
23,0.22,161,311,404,21.67
6,0.11,62,412,337,21.78
7,0.88,830,1,429,21.78
17,0.33,224,744,357,21.78
19,0.88,837,81,21,21.78
4,0.66,555,499,539,21.89
15,0.99,941,363,192,21.89
20,0.99,919,541,358,21.89
1,0.88,868,495,652,22
6,0.22,119,726,9,22
12,0.88,859,432,601,22
16,0.66,626,645,345,22
21,0.55,494,270,28,22
0,0.99,962,690,571,22.11
2,0.99,907,219,524,22.11
5,0.44,425,49,255,22.11
6,0.11,71,700,463,22.11
14,0.55,549,141,167,22.11
15,0.22,155,730,740,22.11
21,0.11,108,372,375,22.11
24,0.66,565,420,713,22.11
0,0.11,37,704,302,22.22
1,0.22,195,55,632,22.22
8,0.55,503,654,380,22.22
9,0.66,604,239,415,22.22
11,0.66,558,252,120,22.22
23,0.55,467,259,442,22.22
3,0.77,756,493,647,22.33
4,0.44,392,325,563,22.33
6,0.22,129,736,99,22.33
10,0.88,864,136,204,22.33
17,0.55,507,648,276,22.33
18,1.1,993,194,195,22.33
19,0.55,457,450,572,22.33
24,0.22,183,552,494,22.33
1,0.22,152,88,134,22.44
12,0.44,374,177,102,22.44
22,0.99,908,109,301,22.44
20,0.66,561,671,380,22.55
24,0.22,183,655,216,22.55
0,0.44,354,513,383,22.66
13,0.99,965,296,343,22.66
3,0.44,357,161,295,22.77
7,0.99,989,331,740,22.77
8,0.55,442,34,613,22.77
11,0.55,468,373,664,22.77
14,0.66,579,192,684,22.77
21,0.66,615,303,580,22.77
24,0.22,150,350,202,22.77
2,0.77,671,388,465,22.88
3,0.11,100,305,166,22.88
6,0.55,493,364,274,22.88
8,0.11,48,611,115,22.88
11,0.11,23,269,2,22.88
16,0.88,796,499,447,22.88
18,0.55,462,483,29,22.88
19,0.55,544,463,483,22.88
21,0.11,93,552,124,22.88
22,0.44,344,138,368,22.88
1,0.55,519,669,54,22.99
5,0.88,786,18,540,22.99
15,0.88,807,183,505,22.99
20,0.44,405,352,30,22.99
24,0.22,206,720,662,22.99
10,0.77,736,643,666,23.1
17,0.77,724,208,147,23.1
18,0.22,166,744,71,23.1
7,0.44,408,165,464,23.21
9,0.99,928,57,207,23.21
22,0.33,262,689,534,23.21
23,0.99,922,452,414,23.21
1,0.33,315,728,657,23.32
4,0.99,881,401,192,23.32
0,0.77,702,509,235,23.43
10,0.33,277,53,501,23.43
12,0.99,945,511,515,23.43
13,0.77,741,63,624,23.43
15,0.44,350,669,700,23.43
16,0.55,502,157,132,23.43
0,0.11,18,552,510,23.54
2,0.66,634,297,603,23.54
9,0.33,272,67,452,23.54
18,0.44,368,281,455,23.54
6,0.77,707,709,681,23.65
14,0.88,811,219,350,23.65
23,0.44,359,311,524,23.65
0,0.22,195,360,269,23.76
4,0.44,375,371,401,23.76
8,0.88,852,721,598,23.76
10,0.33,291,680,488,23.76
19,0.88,829,90,494,23.76
24,0.77,712,646,533,23.76
3,0.99,949,49,477,23.87
5,0.88,851,271,638,23.87
8,0.11,88,494,616,23.87
19,0.11,74,195,398,23.87
21,0.99,883,268,277,23.87
22,0.66,646,208,442,23.87
0,0.22,126,300,74,23.98
1,0.66,578,539,140,23.98
4,0.22,198,723,440,23.98
11,1.1,995,157,517,23.98
16,0.55,518,511,237,23.98
17,0.88,874,649,278,23.98
18,0.44,375,541,132,23.98
20,0.99,907,189,45,23.98
21,0.11,80,113,369,23.98
23,0.33,263,350,119,23.98
2,0.55,457,396,44,24.09
5,0.22,191,540,507,24.09
6,0.44,439,254,243,24.09
15,0.66,573,639,504,24.09
7,0.99,958,610,73,24.2
8,0.33,298,371,172,24.2
12,0.77,727,631,68,24.2
21,0.22,193,236,540,24.2
13,0.88,872,239,81,24.31
24,0.55,467,517,269,24.31
9,0.88,867,202,613,24.42
10,0.66,597,620,423,24.42
21,0.22,120,171,133,24.42
4,0.55,459,84,62,24.53
7,0.33,326,218,306,24.53
13,0.22,197,543,130,24.53
18,0.55,541,366,245,24.53
22,0.66,582,348,110,24.53
0,0.66,634,506,253,24.64
1,0.66,567,24,458,24.64
14,0.99,907,333,147,24.64
17,0.66,646,319,261,24.64
24,0.33,292,737,406,24.64
2,0.66,610,350,339,24.75
3,0.88,835,417,142,24.75
4,0.22,180,21,540,24.75
9,0.33,258,736,737,24.75
11,0.77,762,469,620,24.75
17,0.11,46,300,687,24.75
19,0.88,807,105,31,24.75
20,0.77,683,17,182,24.75
23,0.77,744,701,399,24.75
13,0.33,320,590,415,24.86
15,0.77,731,11,296,24.86
16,0.88,784,564,444,24.86
21,0.44,397,447,616,24.86
23,0.11,49,243,716,24.86
4,0.22,219,722,214,24.97
5,0.88,827,439,353,24.97
18,0.44,336,30,688,24.97
3,0.33,283,83,94,25.08
6,0.99,975,231,264,25.08
7,0.55,482,94,382,25.08
8,0.88,799,107,327,25.08
10,0.77,727,539,699,25.19
12,0.99,917,98,539,25.19
19,0.44,359,355,165,25.19
24,0.55,508,220,271,25.19
1,0.66,653,709,688,25.3
2,0.55,527,163,427,25.3
11,0.55,506,405,32,25.3
16,0.44,365,702,228,25.3
20,0.55,530,551,168,25.3
21,0.44,375,557,420,25.3
0,0.77,676,743,361,25.41
9,0.66,553,741,440,25.41
20,0.11,4,119,249,25.41
22,0.88,806,618,184,25.41
24,0.22,118,188,618,25.41
13,0.66,562,347,726,25.52
14,0.88,858,7,677,25.52
17,0.77,708,309,599,25.52
18,0.55,480,524,148,25.52
4,0.66,655,309,64,25.63
9,0.22,180,28,273,25.63
13,0.11,33,329,497,25.63
15,0.77,735,406,694,25.63
17,0.11,102,472,44,25.63
0,0.33,284,104,575,25.74
2,0.44,350,407,585,25.74
5,0.77,719,434,418,25.74
7,0.66,645,516,72,25.74
10,0.55,466,736,204,25.74
15,0.11,40,655,94,25.74
20,0.33,246,299,668,25.74
23,0.88,843,411,665,25.74
6,0.77,747,331,191,25.85
8,0.77,769,284,567,25.85
21,0.55,451,14,728,25.85
23,0.11,80,386,372,25.85
3,0.88,854,134,105,25.96
10,0.22,114,578,203,25.96
13,0.33,320,163,147,25.96
15,0.22,213,568,404,25.96
17,0.33,306,682,196,25.96
18,0.44,430,297,472,25.96
20,0.22,153,243,399,25.96
9,0.44,388,175,3,26.07
11,0.77,709,360,318,26.07
15,0.11,110,106,264,26.07
6,0.33,231,141,27,26.18
12,0.99,957,230,219,26.18
19,0.99,957,677,665,26.18
1,0.99,910,224,30,26.29
10,0.33,287,66,513,26.29
14,0.77,704,667,387,26.29
16,0.99,966,613,671,26.29
22,0.88,771,122,713,26.29
24,0.88,835,209,235,26.29
0,0.66,594,218,688,26.4
7,0.66,552,743,261,26.4
11,0.33,329,587,71,26.4
14,0.11,45,594,611,26.4
15,0.33,239,651,261,26.4
21,0.55,491,9,193,26.4
23,0.55,505,678,293,26.4
3,0.55,457,474,485,26.51
4,0.88,781,716,618,26.51
11,0.11,61,550,665,26.51
13,0.55,527,158,202,26.51
22,0.22,205,374,378,26.51
6,0.44,381,58,703,26.62
12,0.44,399,671,257,26.62
21,0.22,219,51,686,26.62
2,0.99,948,176,504,26.73
5,0.99,915,227,224,26.73
6,0.11,94,595,729,26.73
8,0.88,870,235,257,26.73
16,0.44,379,398,484,26.73
22,0.22,202,98,213,26.73
24,0.44,424,314,525,26.73
9,0.77,664,124,476,26.84
17,0.88,818,707,659,26.84
18,0.88,862,294,617,26.84
20,0.88,880,575,567,26.84
21,0.22,165,567,171,26.84
5,0.22,119,617,722,26.95
7,0.55,520,443,288,26.95
19,0.77,731,743,17,26.95
0,0.66,656,6,613,27.06
2,0.33,254,715,279,27.06
13,0.55,502,426,326,27.06
14,0.66,596,506,50,27.06
21,0.22,204,295,467,27.06
1,0.88,877,259,114,27.17
7,0.22,206,658,218,27.17
8,0.44,424,108,460,27.17
10,0.88,811,145,546,27.17
18,0.33,227,133,60,27.17
21,0.11,95,127,147,27.17
23,0.77,753,404,560,27.17
5,0.33,239,471,220,27.28
9,0.44,416,81,126,27.28
13,0.22,144,17,52,27.28
14,0.22,135,570,74,27.28
22,0.55,517,313,5,27.28
1,0.22,200,557,499,27.39
2,0.33,288,350,453,27.39
3,0.88,839,341,745,27.39
11,0.88,866,503,616,27.39
12,0.77,675,349,4,27.39
15,0.99,966,253,5,27.39
23,0.22,189,370,287,27.39
24,0.66,586,550,197,27.39
2,0.11,67,25,444,27.5
4,0.99,947,475,412,27.5
15,0.11,31,656,413,27.5
17,0.66,634,178,36,27.5
18,0.33,284,703,349,27.5
21,0.33,288,502,599,27.5
24,0.11,86,213,418,27.5
6,0.88,847,714,215,27.61
8,0.44,366,496,747,27.61
10,0.44,364,634,368,27.61
15,0.11,35,604,389,27.61
20,0.77,755,709,368,27.61
23,0.22,156,165,610,27.61
16,0.99,980,245,556,27.72
19,0.77,746,266,148,27.72
13,0.57,572,29,705,27.85
8,0.35,330,303,144,27.96
9,0.68,612,460,487,27.96
0,1.01,921,546,386,28.07
2,0.57,473,398,584,28.07
3,0.68,678,178,335,28.07
5,0.79,740,382,143,28.07
7,0.9,855,226,436,28.07
16,0.35,304,380,213,28.07
17,0.57,544,450,573,28.07
18,0.57,503,259,214,28.07
1,0.79,702,79,133,28.18
4,0.68,609,736,387,28.18
5,0.11,5,74,466,28.18
12,0.79,714,629,495,28.18
19,0.46,462,186,612,28.18
22,0.9,843,479,606,28.18
23,0.57,488,293,358,28.18
24,0.68,637,685,445,28.18
3,0.22,144,716,510,28.29
5,0.11,100,682,379,28.29
7,0.22,205,292,518,28.29
10,0.68,573,330,558,28.29
11,0.9,822,736,579,28.29
14,1.01,952,44,262,28.29
4,0.22,139,620,504,28.4
15,0.79,697,697,395,28.4
17,0.33,227,384,421,28.4
14,0.22,117,679,545,28.51
19,0.33,235,547,42,28.51
21,1.01,988,369,394,28.51
22,0.33,266,742,50,28.51
23,0.33,249,237,30,28.51
0,0.55,482,459,49,28.62
6,1.01,939,292,654,28.62
13,0.77,711,16,311,28.62
16,0.55,510,680,396,28.62
18,0.55,462,181,495,28.62
20,1.01,963,347,188,28.62
21,0.11,34,258,682,28.62
22,0.11,49,453,728,28.62
6,0.11,49,227,31,28.73
7,0.44,420,667,726,28.73
11,0.44,364,201,744,28.73
12,0.55,527,174,175,28.73
17,0.33,240,78,674,28.73
8,0.88,873,630,591,28.84
0,0.33,226,482,365,28.95
2,0.88,821,333,143,28.95
4,0.55,490,399,396,28.95
8,0.11,59,326,1,28.95
9,0.99,971,35,285,28.95
14,0.44,368,462,569,28.95
21,0.33,312,235,580,28.95
0,0.11,101,512,654,29.06
1,0.88,771,87,455,29.06
3,0.77,705,343,640,29.06
5,0.77,767,372,720,29.06
10,0.77,711,311,236,29.06
11,0.33,290,315,175,29.06
19,0.55,490,86,149,29.06
8,0.22,131,672,654,29.17
9,0.22,217,191,693,29.17
20,0.55,528,9,401,29.17
24,0.99,913,344,218,29.17
15,0.88,796,150,305,29.28
20,0.11,34,261,456,29.28
22,0.66,556,210,468,29.28
2,0.44,439,340,746,29.39
3,0.33,310,391,80,29.39
5,0.33,279,484,622,29.39
7,0.66,609,104,650,29.39
12,0.66,654,730,446,29.39
19,0.33,325,40,158,29.39
23,0.88,819,22,432,29.39
0,0.44,406,277,464,29.5
4,0.55,538,643,418,29.5
6,0.77,741,382,310,29.5
8,0.33,299,679,64,29.5
10,0.44,369,587,412,29.5
13,0.88,810,298,730,29.5
7,0.22,193,11,550,29.61
16,0.99,965,298,262,29.61
18,0.99,926,278,132,29.61
5,0.33,329,566,233,29.72
17,0.99,953,724,54,29.72
21,0.77,737,629,125,29.72
1,0.77,738,137,64,29.83
17,0.11,20,218,199,29.83
19,0.44,344,64,312,29.83
22,0.55,519,678,495,29.83
14,0.99,944,309,568,29.94
0,0.55,504,229,548,30.05
2,0.66,656,710,139,30.05
4,0.55,476,244,440,30.05
8,0.55,547,343,409,30.05
10,0.55,464,452,141,30.05
14,0.11,20,318,463,30.05
24,0.88,831,164,515,30.05
2,0.11,110,148,206,30.16
3,0.77,686,435,62,30.16
9,0.99,913,266,660,30.16
11,1.1,999,365,137,30.16
13,0.66,571,390,453,30.16
15,0.88,781,24,343,30.16
20,0.88,782,590,113,30.16
7,0.66,637,376,536,30.27
8,0.22,208,464,592,30.27
12,0.88,825,568,427,30.27
14,0.22,136,505,261,30.27
23,0.88,782,612,700,30.27
5,0.66,574,446,391,30.38
16,0.77,694,334,110,30.38
17,0.55,479,177,526,30.38
18,0.77,732,406,157,30.38
0,0.44,415,196,553,30.49
5,0.11,65,50,504,30.49
6,0.99,974,234,59,30.49
10,0.44,409,584,647,30.49
8,0.33,270,727,51,30.6
9,0.44,369,224,278,30.6
10,0.11,38,406,186,30.6
11,0.44,364,373,500,30.6
12,0.33,226,160,700,30.6
21,0.88,841,424,363,30.6
2,0.55,444,352,738,30.71
6,0.22,124,249,448,30.71
11,0.11,25,605,172,30.71
16,0.33,270,232,130,30.71
19,0.88,792,70,381,30.71
1,0.99,886,471,3,30.82
2,0.11,54,302,564,30.82
3,0.66,655,700,666,30.82
9,0.22,151,722,103,30.82
10,0.22,149,655,713,30.82
17,0.44,384,365,360,30.82
19,0.11,14,325,334,30.82
20,0.66,602,618,678,30.82
21,0.22,123,488,227,30.82
22,0.99,932,610,201,30.82
23,0.55,477,202,521,30.82
1,0.11,72,44,311,30.93
17,0.11,68,353,389,30.93
2,0.22,215,536,502,31.04
4,0.99,915,564,707,31.04
15,0.88,819,168,188,31.04
18,0.66,645,688,604,31.04
20,0.22,218,197,470,31.04
21,0.22,199,239,40,31.04
0,0.66,567,211,330,31.15
5,0.66,638,510,429,31.15
6,0.44,408,520,626,31.15
14,0.88,859,99,404,31.15
24,1.1,995,163,117,31.15
4,0.22,135,743,394,31.26
7,0.99,972,743,272,31.26
12,0.66,656,613,621,31.26
13,1.1,993,85,551,31.26
1,0.44,406,687,681,31.37
6,0.22,136,605,573,31.37
11,0.66,562,352,689,31.37
22,0.55,521,424,107,31.37
10,0.66,607,137,191,31.48
12,0.22,148,612,654,31.48
19,0.66,652,133,154,31.48
3,0.77,764,610,313,31.59
8,0.99,987,621,79,31.59
13,0.33,298,241,299,31.59
15,0.55,483,276,706,31.59
23,0.77,665,521,666,31.59
2,0.66,580,353,114,31.7
6,0.33,258,545,626,31.7
9,0.88,806,210,253,31.7
16,0.99,942,584,390,31.7
1,0.44,423,51,67,31.81
2,0.11,100,322,193,31.81
3,0.22,175,712,292,31.81
10,0.33,324,626,250,31.81
11,0.44,379,68,222,31.81
17,0.88,834,249,151,31.81
21,0.77,668,491,79,31.81
24,0.66,595,656,377,31.81
4,0.66,612,10,485,31.92
18,0.88,815,609,330,31.92
20,0.88,805,277,316,31.92
22,0.55,478,121,334,31.92
0,0.88,826,591,694,32.03
3,0.22,146,280,366,32.03
8,0.44,382,618,646,32.03
15,0.44,339,744,67,32.03
5,0.99,890,666,233,32.14
7,0.88,811,129,365,32.14
14,0.99,919,707,410,32.14
16,0.44,419,155,193,32.14
20,0.22,182,57,354,32.14
24,0.33,253,685,689,32.14
1,0.44,405,143,604,32.25
7,0.11,59,484,300,32.25
8,0.22,122,145,210,32.25
16,0.11,60,718,623,32.25
17,0.44,400,475,621,32.25
19,0.77,707,621,714,32.25
6,0.66,582,216,311,32.36
10,0.55,461,190,491,32.36
12,0.88,807,135,357,32.36
21,0.55,502,237,570,32.36
2,0.66,561,627,358,32.47
16,0.22,156,647,9,32.47
10,0.22,200,579,21,32.58
12,0.22,216,665,452,32.58
13,0.99,895,190,340,32.58
23,0.99,899,580,296,32.58
4,0.77,661,543,312,32.69
7,0.44,356,29,415,32.69
9,0.99,975,546,388,32.69
11,0.88,836,260,521,32.69
16,0.22,212,199,617,32.69
17,0.44,393,746,335,32.69
19,0.44,371,596,503,32.69
21,0.33,313,82,125,32.69
3,0.77,722,562,158,32.8
5,0.66,619,474,522,32.8
22,0.88,789,403,71,32.8
24,0.66,616,301,280,32.8
2,0.44,439,28,710,32.91
12,0.33,270,409,306,32.91
15,0.88,794,346,643,32.91
18,0.99,884,321,742,32.91
22,0.11,10,696,258,32.91
0,0.99,889,344,427,33.02
8,0.77,665,747,17,33.02
12,0.11,55,376,652,33.02
14,0.88,773,197,51,33.02
16,0.33,251,592,54,33.02
20,0.88,874,734,258,33.02
4,0.44,401,255,289,33.13
12,0.11,26,437,728,33.13
23,0.55,452,598,682,33.13
1,0.99,937,320,122,33.24
6,0.88,872,401,520,33.24
17,0.55,501,47,595,33.24
24,0.44,420,13,575,33.24
0,0.33,244,463,561,33.35
5,0.55,473,472,534,33.35
9,0.66,600,745,256,33.35
10,0.77,670,102,327,33.35
15,0.44,411,143,387,33.35
18,0.55,510,441,335,33.46
19,0.77,729,571,41,33.46
22,0.55,522,96,122,33.46
24,0.22,190,426,337,33.46
1,0.33,246,584,660,33.57
6,0.33,286,239,18,33.57
7,0.88,822,394,211,33.57
13,0.99,975,726,193,33.57
19,0.11,103,580,701,33.57
21,0.88,795,508,627,33.57
0,0.33,254,122,106,33.68
2,0.77,687,315,597,33.68
3,0.88,879,572,91,33.68
8,0.66,594,540,41,33.68
11,0.99,937,330,487,33.68
16,0.66,627,536,312,33.68
4,0.66,659,438,452,33.79
12,0.66,614,499,739,33.79
13,0.22,158,10,498,33.79
20,0.77,686,207,719,33.79
9,0.55,498,176,509,33.9
14,0.88,851,452,294,33.9
24,0.44,345,692,55,33.9
5,0.66,565,333,450,34.01
16,0.33,221,470,229,34.01
20,0.22,131,106,201,34.01
22,0.55,524,114,532,34.01
23,0.88,837,265,121,34.01
2,0.44,341,739,341,34.12
8,0.44,401,85,68,34.12
15,0.77,695,518,727,34.12
18,0.66,620,525,196,34.12
10,0.88,827,727,212,34.23
17,0.99,924,713,164,34.23
23,0.22,162,91,249,34.23
24,0.33,235,383,668,34.23
7,0.77,741,391,221,34.34
9,0.44,439,127,540,34.34
16,0.33,291,551,477,34.34
20,0.33,324,707,685,34.34
1,0.88,784,134,286,34.45
2,0.33,259,38,704,34.45
10,0.22,177,516,651,34.45
12,0.66,607,81,502,34.45
13,0.66,595,698,639,34.45
16,0.11,95,408,719,34.45
0,0.88,789,237,222,34.56
4,0.77,691,5,82,34.56
6,0.99,953,41,253,34.56
14,0.66,553,52,400,34.56
16,0.11,69,559,355,34.56
18,0.44,431,500,417,34.56
21,0.99,942,209,410,34.56
22,0.55,462,35,280,34.56
3,0.99,964,242,175,34.67
11,0.99,890,162,741,34.67
17,0.44,361,455,676,34.67
19,1.1,991,22,632,34.67
0,0.22,175,690,478,34.78
5,0.77,745,577,349,34.78
11,0.11,22,501,313,34.78
20,0.44,406,165,431,34.78
16,0.33,289,44,286,34.89
19,0.22,206,320,666,34.89
23,0.66,582,333,477,34.89
1,0.55,534,323,87,35
3,0.33,326,530,556,35
4,0.44,383,578,585,35
5,0.22,128,267,57,35
16,0.11,77,585,1,35
17,0.33,260,475,300,35
21,0.44,404,451,501,35
22,0.44,339,379,673,35
0,0.33,248,186,256,35.11
2,0.66,659,382,330,35.11
6,0.55,481,180,525,35.11
8,0.99,914,623,506,35.11
9,0.77,722,452,458,35.11
13,0.66,642,623,17,35.11
15,0.99,931,237,611,35.11
21,0.11,76,364,296,35.11
10,0.77,717,122,620,35.22
19,0.33,299,194,281,35.22
21,0.11,70,261,247,35.22
24,0.99,960,501,509,35.22
6,0.22,156,667,487,35.33
7,0.99,883,251,485,35.33
13,0.22,196,730,594,35.33
14,0.77,763,213,2,35.33
18,0.77,665,427,189,35.33
19,0.11,17,47,14,35.33
22,0.33,242,475,412,35.33
12,0.99,967,175,279,35.44
18,0.11,36,725,665,35.44
23,0.55,505,218,34,35.44
24,0.22,202,472,266,35.44
1,0.55,546,640,519,35.55
8,0.44,346,265,610,35.55
11,0.77,706,378,262,35.55
12,0.11,2,748,601,35.55
14,0.22,150,718,481,35.55
16,0.55,481,286,58,35.55
9,0.55,539,251,24,35.66
10,0.44,391,3,110,35.66
13,0.33,236,109,514,35.66
20,0.88,851,428,392,35.66
5,0.77,759,610,286,35.77
8,0.22,114,66,507,35.77
15,0.66,657,95,718,35.77
3,0.88,875,659,706,35.88
6,0.55,486,297,641,35.88
10,0.22,130,238,686,35.88
17,0.88,829,502,388,35.88
23,0.44,399,110,126,35.88
10,0.11,84,99,741,35.99
13,0.33,315,282,623,35.99
21,0.77,737,281,672,35.99
24,0.55,494,603,415,35.99
0,0.99,941,501,724,36.1
1,0.55,514,212,289,36.1
2,0.99,945,346,191,36.1
3,0.22,174,1,137,36.1
4,1.1,992,653,524,36.1
11,0.55,510,144,374,36.1
16,0.55,497,455,209,36.1
21,0.11,71,338,148,36.1
2,0.11,24,114,7,36.21
7,0.88,815,208,637,36.21
15,0.44,351,264,385,36.21
18,0.77,668,320,232,36.21
19,0.88,841,301,106,36.21
22,0.88,788,141,449,36.21
24,0.22,120,6,690,36.21
6,0.44,357,111,334,36.32
17,0.44,415,191,498,36.32
20,0.66,555,74,591,36.32
0,0.33,330,96,200,36.43
5,0.66,626,587,353,36.43
7,0.22,118,529,529,36.43
10,0.44,348,298,529,36.43
12,0.88,875,167,66,36.43
13,0.44,364,624,135,36.43
14,0.88,872,442,535,36.43
15,0.22,219,78,626,36.43
20,0.11,68,124,502,36.43
24,0.22,178,75,425,36.43
9,0.88,826,556,310,36.54
16,0.44,341,481,600,36.54
21,0.44,432,463,211,36.54
5,0.22,215,438,42,36.65
12,0.22,173,348,266,36.65
14,0.22,158,330,140,36.65
22,0.44,440,222,214,36.65
23,0.77,691,716,407,36.65
1,0.66,617,648,488,36.76
3,0.66,631,26,672,36.76
8,0.99,918,89,366,36.76
9,0.22,202,711,535,36.76
19,0.55,506,238,141,36.76
20,0.33,278,366,560,36.76
0,0.44,353,11,404,36.87
10,0.44,399,224,424,36.87
18,0.66,624,234,457,36.87
23,0.22,131,34,318,36.87
0,0.11,103,687,285,36.98
2,0.77,758,616,705,36.98
5,0.33,304,66,591,36.98
6,0.66,571,605,165,36.98
11,0.88,817,654,702,36.98
20,0.22,181,560,655,36.98
22,0.33,245,478,109,36.98
23,0.11,45,715,524,36.98
3,0.33,300,504,487,37.09
4,0.99,963,256,370,37.09
5,0.11,103,396,252,37.09
9,0.33,245,496,338,37.09
12,0.44,340,372,582,37.09
17,0.77,743,618,96,37.09
21,0.55,469,438,746,37.09
0,0.22,126,634,606,37.2
11,0.22,157,45,392,37.2
13,0.77,715,389,522,37.2
2,0.33,302,365,498,37.31
7,0.88,860,591,28,37.31
8,0.55,499,270,541,37.31
10,0.44,428,279,473,37.31
15,0.88,837,493,465,37.31
19,0.55,487,458,25,37.31
22,0.33,293,453,167,37.31
24,0.88,837,465,615,37.31
4,0.33,241,744,364,37.42
14,0.77,671,643,13,37.42
17,0.33,247,653,309,37.42
18,0.55,534,547,264,37.42
20,0.44,335,106,140,37.42
23,0.44,391,486,503,37.42
0,0.33,298,434,117,37.53
9,0.44,376,30,338,37.53
13,0.33,250,669,172,37.53
14,0.11,13,434,280,37.53
16,0.99,917,361,206,37.53
21,0.44,406,150,293,37.53
22,0.22,205,277,525,37.53
0,0.11,86,645,435,37.64
9,0.11,94,701,289,37.64
10,0.33,229,211,120,37.64
11,0.44,406,423,718,37.64
1,0.99,962,250,727,37.75
3,0.66,595,629,306,37.75
6,0.77,748,27,624,37.75
17,0.33,275,75,189,37.75
19,0.44,342,285,289,37.75
5,0.77,690,425,685,37.86
7,0.55,544,389,2,37.86
10,0.22,124,191,654,37.86
13,0.33,230,247,691,37.86
15,0.55,527,35,125,37.86
20,0.44,413,573,638,37.86
8,0.66,617,400,481,37.97
11,0.33,229,260,315,37.97
12,0.88,787,494,33,37.97
14,0.44,342,174,389,37.97
19,0.22,151,270,215,37.97
24,0.66,566,345,339,37.97
0,0.44,417,214,213,38.08
5,0.22,193,739,37,38.08
6,0.33,244,721,90,38.08
9,0.55,519,486,651,38.19
12,0.22,167,229,133,38.19
13,0.33,255,84,273,38.19
14,0.22,203,392,74,38.19
21,0.66,647,438,231,38.19
24,0.22,191,258,697,38.19
